General,Death/Die/Pass Away,
General,Sorry,
General,Burn Up/Burn Down,
General,Bathroom/Toilete,
General,Loud,https://www.youtube.com/embed//oJXUGrQFYGY
General,Baby,https://www.youtube.com/embed//ljYpx7ee9zg
General,Draw,https://www.youtube.com/embed//ua6jgiWYZPw
General,Can't,https://www.youtube.com/embed//uV_Ee95rsrY
General,Wet,
General,Full,https://www.youtube.com/embed//9l0svQl0Pmk
General,Hamburger,https://www.youtube.com/embed//IIt5fF-D6d0
General,Month,https://www.youtube.com/embed//YLuGuPS6NU8
General,Name,https://www.youtube.com/embed//GbeC9TFuSX4
General,Car,https://www.youtube.com/embed//KnZRyc5aYO0
General,Meanwhile,
General,Come,
General,Swim,
General,Change Clothes,
General,Food,
General,And,https://www.youtube.com/embed//O5wvGmVozmw
General,Buy,https://www.youtube.com/embed//wEPDfmy2M8w
General,Pink,https://www.youtube.com/embed//aNilWTBIl0g
General,Week,
General,Run,
General,Grandfather,
General,Very,
General,Dry,https://www.youtube.com/embed//ki6TeQOTo1U
General,Same Old (the usual),
General,Strong,https://www.youtube.com/embed//RB9VLcVvrWI
General,Chat,
General,Every Once In a While,
General,Sentence,https://www.youtube.com/embed//Gm513X-UNwo
General,Battle,
General,Friends,
General,Same,https://www.youtube.com/embed//cnX45VWbjmc
General,White,https://www.youtube.com/embed//v8h6mw4zGys
General,Restaurant,https://www.youtube.com/embed//AAA7dpfXuKs
General,Home,https://www.youtube.com/embed//n0Xb58PVX_A
General,Arrive,https://www.youtube.com/embed//kgsXlwRNM6c
General,Warm,https://www.youtube.com/embed//rSgVWUc1J0w
General,More,https://www.youtube.com/embed//nJwr-yWRdNQ
General,Black,https://www.youtube.com/embed//O5_4x8p5t4U
General,Near,
General,Thin,
General,Oversleep/Sleep In,
General,Hello,https://www.youtube.com/embed//FVjpLa8GqeM
General,Past,https://www.youtube.com/embed//L2x7sOguFg0
General,Short,
General,Light,https://www.youtube.com/embed//IcF-D_eJhi0
General,Not/Don't/Doesn't,
General,Good,
General,Nice to Meet You,https://www.youtube.com/embed//F7Wjb_AIvMA
General,Red,https://www.youtube.com/embed//lDBvf8SoQuc
General,Learn,https://www.youtube.com/embed//78mzpzvN9tc
General,Hot,https://www.youtube.com/embed//a0robonALIk
General,Tied,
General,So-So,https://www.youtube.com/embed//fhhBx_WQGAo
General,Please,https://www.youtube.com/embed//rnb9FxPO7is
General,Like,https://www.youtube.com/embed//8uIg8r1awC4
General,Ice Cream,
General,Text,
General,Spell Again,
General,Sneak,
General,Ready,
General,Punch,
General,Class,https://www.youtube.com/embed//zYsmQgZRW0g
General,Shut a Door,
General,Friend,https://www.youtube.com/embed//6RRmIyhkMx0
General,Understand,
General,Mushroom,https://www.youtube.com/embed//mZVixrzz_MM
General,Cat,https://www.youtube.com/embed//ekFrFoJ-x78
General,Husband,https://www.youtube.com/embed//TYTsqVZU1dk
General,Breed,
General,Fast,https://www.youtube.com/embed//Zkp9QaiusDA
General,Hungry,
General,Few,https://www.youtube.com/embed//SduOhUwKYSc
General,Niece,https://www.youtube.com/embed//NOv6lpXTnyo
General,Milk,https://www.youtube.com/embed//PRtOyut96Ps
General,Day,https://www.youtube.com/embed//6Ag2Q2J9DAU
General,Bus,
General,Green,https://www.youtube.com/embed//WrkXE5l6udM
General,Comb Hair,https://www.youtube.com/embed//HDoI8JaRSYQ
General,Empty,
General,Oh, I See,
General,Island,https://www.youtube.com/embed//zzJli42yUxc
Numbers,1-20,
Numbers,30,https://www.youtube.com/embed//9jxIZI3FnMw
Numbers,40,https://www.youtube.com/embed//Ze58kuqaAwQ
Numbers,50,https://www.youtube.com/embed//ItRSk_Upi0Q
Numbers,60,https://www.youtube.com/embed//udnXe_23QXY
Numbers,70,
Numbers,80,
Numbers,90,
Numbers,100,https://www.youtube.com/embed//JKsTIkPTtnk
Numbers,1000,https://www.youtube.com/embed//dRjMLMOPP9U
Numbers,1000000,
Numbers,1000000000,
Clothing,Clothes,https://www.youtube.com/embed//15czV0-SagI
Clothing,Shirt,https://www.youtube.com/embed//4ln_5SQd__w
Clothing,Pants,https://www.youtube.com/embed//-V0Dkeyno2s
Clothing,Shorts,
Clothing,Jeans,
Clothing,Leggings,
Clothing,Joggers,
Clothing,Coat,https://www.youtube.com/embed//Iac6y_hJZ7U
Clothing,Dress,https://www.youtube.com/embed//kDyFU6UL3qk
Clothing,Skirt,https://www.youtube.com/embed//HPSGvj3-kwA
Clothing,Tank Top,
Clothing,Hoodie,
Clothing,Sweatshirt,
Clothing,Sweater,
Clothing,Blouse,https://www.youtube.com/embed//uJOQ69hE1YM
Clothing,Tie,
Clothing,Bow Tie,
Clothing,Suit,https://www.youtube.com/embed//ziUdqb9aRr4
Clothing,Overalls,
Clothing,Pajamas,
Clothing,Shoes,https://www.youtube.com/embed//M1B5TMhbA24
Clothing,Boots,
Clothing,Sandals,https://www.youtube.com/embed//awYdq3bnx00
Clothing,Slippers,
Clothing,High Heels,
Clothing,Socks,https://www.youtube.com/embed//Uc4W8v1tm28
Clothing,Hat,https://www.youtube.com/embed//bul0cjvDEEE
Clothing,Glasses,https://www.youtube.com/embed//OoQMbKbdvpU
Clothing,Sunglasses,
Clothing,Watch,
Clothing,Underwear,https://www.youtube.com/embed//yKAFC9iyxas
Clothing,Bra,https://www.youtube.com/embed//BTVavVXqKnU
Clothing,Swimsuit,
Clothing,Gloves,https://www.youtube.com/embed//wOVDN0BUETY
Clothing,Scarf,
Clothing,Jewelry,
Clothing,Earring,https://www.youtube.com/embed//FbO2p6yRM0E
Clothing,Purse,https://www.youtube.com/embed//Dc9kKgOAKbQ
Clothing,Backpack,
Clothing,Pattern,
Clothing,Plaid,
Clothing,Stripes,
Clothing,Polka Dots,
Clothing,Scoop Neck,
Clothing,Turtleneck,
Clothing,V Neck,
Clothing,Short Sleeves,
Clothing,Long Sleeves,
Clothing,Perfect,
Clothing,Too Small,
Clothing,Too Big,
Clothing,Color,https://www.youtube.com/embed//R0MW-QKaqeQ
Clothing,Match,
Clothing,Zipper,
Clothing,Buttons,
Clothing,Tear/Rip,
Clothing,Dirty,https://www.youtube.com/embed//sevZNt4lJFs
Clothing,Clean,
Clothing,Fancy,https://www.youtube.com/embed//_QX0o9Rlsng
Clothing,Soft,https://www.youtube.com/embed//6-NPJ5P01Dw
Clothing,Comfortable,https://www.youtube.com/embed//zb2vA4seUQg
Clothing,Fabric,
Clothing,Wool,
Clothing,Cotton,
Clothing,Leather,https://www.youtube.com/embed//D4b_EZhusLo
Clothing,Lace,
Church,Church,https://www.youtube.com/embed//MrQpEWyELqo
Church,Bible,https://www.youtube.com/embed//BE8_mwL5cbs
Church,Lord,https://www.youtube.com/embed//AXPF5iraUhc
Church,Jesus,https://www.youtube.com/embed//PZpegBLONAU
Church,King,https://www.youtube.com/embed//bqFZZOtu11I
Church,Queen,https://www.youtube.com/embed//Yoz4qDqGNRI
Church,Prince,https://www.youtube.com/embed//baMTmfL104E
Church,Princess,https://www.youtube.com/embed//4FIhzY_uElw
Church,Trinity,
Church,God,https://www.youtube.com/embed//1nTH3wvLpY4
Church,Son,https://www.youtube.com/embed//JtgGFe8HIFQ
Church,Holy Spirit,
Church,Angel,https://www.youtube.com/embed//MRKKCkGXUag
Church,Heaven,https://www.youtube.com/embed//vSowMKjmI2A
Church,Hell,
Church,Devil,
Church,Redeem,
Church,Save,https://www.youtube.com/embed//PsEMHQEHNhE
Church,Forgive,
Church,Grace,
Church,Love,https://www.youtube.com/embed//lRIRPw5EdSU
Church,Bless,
Church,Holy,
Church,Resurrection,
Church,Baptize,
Church,Worship,
Church,Praise,
Church,Sing,
Church,Pray,
Church,Amen,
Church,Communion,
Church,Bread,https://www.youtube.com/embed//ZL0F8bLp8HY
Church,Broken/Break/Broke,
Church,Body,https://www.youtube.com/embed//9pcnTjM77rE
Church,Wine,https://www.youtube.com/embed//3u3AQ4mzx6c
Church,Cross,
Church,Death/Die/Pass away,
Emotions,Good/Well,
Emotions,Bad,https://www.youtube.com/embed//prwtXZ1o2As
Emotions,Excited,https://www.youtube.com/embed//7jVM-HlaCUQ
Emotions,Bored,https://www.youtube.com/embed//QvyazQaCmtM
Emotions,Confused,https://www.youtube.com/embed//LJzalFEVIDc
Emotions,Embarrassed,https://www.youtube.com/embed//AE3ARguhQwY
Emotions,Shy,https://www.youtube.com/embed//O7dBt1V2b3Q
Emotions,Happy,https://www.youtube.com/embed//ZXHHO_DY6_A
Emotions,Sad,https://www.youtube.com/embed//zfkQYQhrZ6Q
Emotions,Same ol' or the usual,
Emotions,So-so,https://www.youtube.com/embed//fhhBx_WQGAo
Emotions,Fine,https://www.youtube.com/embed//OHHKerxHJjQ
Emotions,Broken Hearted,
Emotions,Emotional,
Emotions,Busy,
Emotions,Frustrated,https://www.youtube.com/embed//0jV1TymgJyY
Emotions,Mad or Angry,
Emotions,Nervous,
Emotions,Nothing or Nothing Much,
Emotions,Sick,https://www.youtube.com/embed//NBqpHJiufXU
Emotions,Sleepy,https://www.youtube.com/embed//2LCp_ZNTwDA
Emotions,Tired,https://www.youtube.com/embed//iZ6EeQqzZl0
Emotions,To Be Afraid or Scared,
Emotions,Terrified,
Questions,Who,https://www.youtube.com/embed//pBnGrdxhxHQ
Questions,What,https://www.youtube.com/embed//sSdQWC7mUZc
Questions,When,https://www.youtube.com/embed//GC99dBIdtyg
Questions,Where,https://www.youtube.com/embed//qxh-EVaK6kY
Questions,Why,https://www.youtube.com/embed//K0yp2v6Atxs
Questions,How,https://www.youtube.com/embed//awmySeWaTkk
Routines,Get Ready,
Routines,Shower,https://www.youtube.com/embed//P7on9Ymhnu4
Routines,Take a Bath,
Routines,Shave,
Routines,To put on makeup,
Routines,change clothes,
Routines,Comb Your Hair,
Routines,Brush Hair,
Routines,Brush Teeth,
Routines,Get Dressed,
Routines,Go to Bed,
Routines,To Fall Asleep,
Routines,Sleep,https://www.youtube.com/embed//dXEqaWSEztY
Routines,Oversleep/Sleep-in,
Routines,Wake up,
Routines,Get up,
Routines,Rest/Relax,
Routines,Feed,https://www.youtube.com/embed//-0MHh_huRnI
Routines,Eat Breakfast,
Routines,Eat Dinner,
Routines,Make,
Routines,Lunch,https://www.youtube.com/embed//9o5DDuSfZEs
Routines,To go out,
Routines,Eat/Food,https://www.youtube.com/embed//2Dl1Q4vlQKs
Routines,Cook,https://www.youtube.com/embed//Xy0FCuz1KHw
Routines,Every Morning,https://www.youtube.com/embed//WOtg9I3en4Q
Routines,Every Afternoon,https://www.youtube.com/embed//0pQmvgQuYHg
Routines,Every Night,
Routines,Every Day,
Routines,Every Week,https://www.youtube.com/embed//xMrT3AcRL2Y
Routines,Every Month,https://www.youtube.com/embed//nYuM6Vz4ApQ
Routines,Every Year,https://www.youtube.com/embed//Nd-z2eWp0gc
Routines,Every Once in a While,
Routines,Time,https://www.youtube.com/embed//ANRCVPkuN8Y
Routines,Schedule/Calendar,
Routines,Early,https://www.youtube.com/embed//RSAwb_vK4hI
Routines,Late,https://www.youtube.com/embed//9ul_1z23KLI
Routines,Vary,
Routines,Set Your Alarm/Clock,
Routines,Always,https://www.youtube.com/embed//byJAh12NbRM
Routines,Never,https://www.youtube.com/embed//ew7FIPLu5SE
