https://www.youtube.com/embed//IvRwNLNR4_w, Thank you!
https://www.youtube.com/embed//F7Wjb_AIvMA, Nice to meet you.
https://www.youtube.com/embed//FVjpLa8GqeM, Hello
https://www.youtube.com/embed//rwBDGMQmmXk, I love you! (version)
https://www.youtube.com/embed//HWTOUetDsOk, GOOD-MORNING (compound-version)
https://www.youtube.com/embed//N5GLqFNS3Uo, Happy (one-handed version)
https://www.youtube.com/embed//JBlD9-AsQtM, Help you
https://www.youtube.com/embed//0usayvOXzHo, Yes
https://www.youtube.com/embed//eyS1Mkrh5DQ, My name is Bill. What's your name?
https://www.youtube.com/embed//3n81DT4NTOw, See you later
https://www.youtube.com/embed//sn5x4bbjbHk, 2:19 am
https://www.youtube.com/embed//JJo858HQCkg, 8:30 am
https://www.youtube.com/embed//3cdkvRyKtgU, 2:37 pm
https://www.youtube.com/embed//JKsTIkPTtnk, 100%
https://www.youtube.com/embed//UpRTI7cTT_k, $6.97
https://www.youtube.com/embed//dRjMLMOPP9U, $10.00
https://www.youtube.com/embed//9jxIZI3FnMw, 30
https://www.youtube.com/embed//DngwXxmxW7c, 31
https://www.youtube.com/embed//c5-x04RiKGw, 32
https://www.youtube.com/embed//Wz-ix3Pw0gY, 33
https://www.youtube.com/embed//V68RWfzrstk, 33
https://www.youtube.com/embed//RSWAdq8gAQ4, 34
https://www.youtube.com/embed//8bX9GRWVy1U, 35
https://www.youtube.com/embed//FZG3ImiyXbU, 36
https://www.youtube.com/embed//y1nQcDd-hB8, 37
https://www.youtube.com/embed//XIjveN1BbsM, 38
https://www.youtube.com/embed//6JQuorMqeQY, 39
https://www.youtube.com/embed//Ze58kuqaAwQ, 40
https://www.youtube.com/embed//V3Zty2oOxWM, 44
https://www.youtube.com/embed//ItRSk_Upi0Q, 50
https://www.youtube.com/embed//8qlwFXYa62I, 55
https://www.youtube.com/embed//udnXe_23QXY, 60
https://www.youtube.com/embed//9lx6u_OtBTE, 66
https://www.youtube.com/embed//q5F2ivKAhIQ, 67
https://www.youtube.com/embed//MBYyt4ScfUE, 68
https://www.youtube.com/embed//DIYE9J-kn-k, 69
https://www.youtube.com/embed//7v4Fc2ofX5I, 76
https://www.youtube.com/embed//13g7OgHpY_4, 78
https://www.youtube.com/embed//SLZOQkeB3PM, 79
https://www.youtube.com/embed//0nIHqk_EMLs, 86
https://www.youtube.com/embed//AAPGc68mg9k, 87
https://www.youtube.com/embed//kR8i-wIE2xI, 89
https://www.youtube.com/embed//JyteiyknsqA, 96
https://www.youtube.com/embed//2qqvt65dWkU, 97
https://www.youtube.com/embed//vh8gozbLsmI, 98
https://www.youtube.com/embed//cvIxPihf2qU, 100
https://www.youtube.com/embed//I4UJhNh-lMQ, $119.02
https://www.youtube.com/embed//_jQMA6EBiuM, 1,700
https://www.youtube.com/embed//wIideJPvb8g, 1995
https://www.youtube.com/embed//9-jS3ksThu4, 1996
https://www.youtube.com/embed//7otnqPt1_CU, 1997
https://www.youtube.com/embed//jSVXgl5Ytbw, 1998
https://www.youtube.com/embed//LP8smNoytbI, 1999
https://www.youtube.com/embed//QJWuxVLtCFo, 2001
https://www.youtube.com/embed//gwslHk5Cx4o, 2002
https://www.youtube.com/embed//ZodyKCoFFlw, 2003
https://www.youtube.com/embed//rZLA_MPLwE4, 2004
https://www.youtube.com/embed//nQGyInjUC7E, 2005
https://www.youtube.com/embed//qJZSIDtNND0, 2006
https://www.youtube.com/embed//MVGQevt3TR8, 2007
https://www.youtube.com/embed//1E-au8vtIIM, 2008
https://www.youtube.com/embed//WcMfFoHuUqo, 2009
https://www.youtube.com/embed//O1X3Dh1DQw8, 2010
https://www.youtube.com/embed//-sj__zdBH6c, 2011
https://www.youtube.com/embed//1k7gTZ5Oqa0, 2012
https://www.youtube.com/embed//crBXe94TSHQ, 2013
https://www.youtube.com/embed//dDRkzkPJ-u8, 2014
https://www.youtube.com/embed//io5YyS6gaXM, 2015
https://www.youtube.com/embed//EH8ck0LQDq0, 2016
https://www.youtube.com/embed//0mVaT1JfvIQ, 2017
https://www.youtube.com/embed//Doy7r_YAfRg, 2018
https://www.youtube.com/embed//M5dfGh9CE7E, 2019
https://www.youtube.com/embed//ZUgJSefX_Ps, 2020
https://www.youtube.com/embed//N7a9Ci8psWQ, 2340
